895923.999999999981583 1790000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 1650000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 1500000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 1350000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 1200000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 1050000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 900000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 750000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 600000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 450000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 300000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 150000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 40000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 30000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 25959.998999200045091 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 20000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 10000.000000000000000 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 4800.000000000040927 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 3612.621322800000598 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 3612.621322800000598 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 3612.621322800000598 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 3612.621322800000598 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 3612.620998800050529 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 3559.999999999979536 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 3455.199999999977081 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 3448.000000000045020 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 3223.999999999971351 -895923.999999999981583 -1800000.000000000000000
895923.999999999981583 3000.000000000000000 -895923.999999999981583 -1800000.000000000000000
